company,city,state,source,source_id,provenance_url,naics_code,naics_sector,solar_fit_score,energy_intensity,tax_appetite,recommended_ownership,load_profile,est_system_kw,est_annual_kwh,est_annual_savings_usd,est_net_payback_yrs,est_25yr_npv_p50_usd,sales_script,script_cfo,script_facilities,script_sustainability,pitch_angle
"Pilgrim'S Corporation Mount Pleasant Complex","Mount Pleasant","TX","epa_ghgrp","epa-1006356","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1006356","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Food manufacturing — 2022 EPA GHG Reporter. NAICS 311615. Pre-qualified high-energy solar candidate."
"Gmc Truck Group Arlington Assembly Plant","Arlington","TX","epa_ghgrp","epa-1006371","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1006371","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 336110. Pre-qualified high-energy solar candidate."
"Air Products Port Arthur Facility","Port Arthur","TX","epa_ghgrp","epa-1006402","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1006402","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325120. Pre-qualified high-energy solar candidate."
"Beaumont Polyethylene Plant","Beaumont","TX","epa_ghgrp","epa-1006416","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1006416","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325211. Pre-qualified high-energy solar candidate."
"Shintech Incorporated","Freeport","TX","epa_ghgrp","epa-1006453","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1006453","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325211. Pre-qualified high-energy solar candidate."
"Basf Totalenergies Petrochemicals Llc","Port Arthur","TX","epa_ghgrp","epa-1006543","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1006543","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325110. Pre-qualified high-energy solar candidate."
"Linde Texas City","Texas City","TX","epa_ghgrp","epa-1006562","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1006562","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325120. Pre-qualified high-energy solar candidate."
"Paris Plant","Paris","TX","epa_ghgrp","epa-1006617","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1006617","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Food manufacturing — 2022 EPA GHG Reporter. NAICS 311422. Pre-qualified high-energy solar candidate."
"Arkema Beaumont Plant","Beaumont","TX","epa_ghgrp","epa-1006644","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1006644","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325199. Pre-qualified high-energy solar candidate."
"Equistar Chemicals Limited Partnership Bayport Plant","Pasadena","TX","epa_ghgrp","epa-1006656","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1006656","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325199. Pre-qualified high-energy solar candidate."
"Formosa Point Comfort Plant","Point Comfort","TX","epa_ghgrp","epa-1006691","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1006691","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325211. Pre-qualified high-energy solar candidate."
"Air Liquide Large Industries Us - Smr","Pasadena","TX","epa_ghgrp","epa-1006711","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1006711","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325120. Pre-qualified high-energy solar candidate."
"Agrifos Fertilizer Pasadena","Pasadena","TX","epa_ghgrp","epa-1006743","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1006743","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325311. Pre-qualified high-energy solar candidate."
"Arkema Inc Clear Lake","Pasadena","TX","epa_ghgrp","epa-1006797","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1006797","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325110. Pre-qualified high-energy solar candidate."
"Lion Elastomers Orange Plant","Orange","TX","epa_ghgrp","epa-1006856","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1006856","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325212. Pre-qualified high-energy solar candidate."
"Clear Lake Plant","Pasadena","TX","epa_ghgrp","epa-1006867","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1006867","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325199. Pre-qualified high-energy solar candidate."
"Oq Corp Bay City Plant","Bay City","TX","epa_ghgrp","epa-1006890","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1006890","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325199. Pre-qualified high-energy solar candidate."
"Motiva Port Arthur Chemicals","Port Arthur","TX","epa_ghgrp","epa-1006891","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1006891","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325199. Pre-qualified high-energy solar candidate."
"Sherwin Alumina Plant","Gregory","TX","epa_ghgrp","epa-1006900","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1006900","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 331311. Pre-qualified high-energy solar candidate."
"Air Products Llc - Pasadena Smr","Pasadena","TX","epa_ghgrp","epa-1006943","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1006943","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325120. Pre-qualified high-energy solar candidate."
"Chevron Phillips - Sweeny Complex","Sweeny","TX","epa_ghgrp","epa-1006967","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1006967","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325110. Pre-qualified high-energy solar candidate."
"Shell Deer Park Chemical","Deer Park","TX","epa_ghgrp","epa-1007002","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1007002","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325110. Pre-qualified high-energy solar candidate."
"Sasol Chemicals (Usa) Llc","Houston","TX","epa_ghgrp","epa-1007074","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1007074","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325194. Pre-qualified high-energy solar candidate."
"Lcy Elastomers","Baytown","TX","epa_ghgrp","epa-1007137","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1007137","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325212. Pre-qualified high-energy solar candidate."
"Optimus Steel Llc","Vidor","TX","epa_ghgrp","epa-1007348","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1007348","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 331110. Pre-qualified high-energy solar candidate."
"Chevron Phillips Chemical Co Lp","Borger","TX","epa_ghgrp","epa-1007425","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1007425","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325199. Pre-qualified high-energy solar candidate."
"Eastman Chemical - Texas Operations","Longview","TX","epa_ghgrp","epa-1007438","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1007438","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325199. Pre-qualified high-energy solar candidate."
"Lyondell Chemical Channelview","Channelview","TX","epa_ghgrp","epa-1007562","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1007562","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325110. Pre-qualified high-energy solar candidate."
"Braskem America Inc - Laporte Site","La Porte","TX","epa_ghgrp","epa-1007574","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1007574","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325211. Pre-qualified high-energy solar candidate."
"Plainview Bioenery Llc","Plainview","TX","epa_ghgrp","epa-1007819","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1007819","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325193. Pre-qualified high-energy solar candidate."
"Swift & Co","Cactus","TX","epa_ghgrp","epa-1007824","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1007824","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Food manufacturing — 2022 EPA GHG Reporter. NAICS 311611. Pre-qualified high-energy solar candidate."
"Ticona Polymers Incorporated","Bishop","TX","epa_ghgrp","epa-1007868","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1007868","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325199. Pre-qualified high-energy solar candidate."
"Indorama Ventures Oxides Llc","Port Neches","TX","epa_ghgrp","epa-1007909","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1007909","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325110. Pre-qualified high-energy solar candidate."
"Texas Instruments Richardson","Richardson","TX","epa_ghgrp","epa-1008059","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1008059","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 334413. Pre-qualified high-energy solar candidate."
"Pasadena Plant","Pasadena","TX","epa_ghgrp","epa-1009064","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009064","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325199. Pre-qualified high-energy solar candidate."
"X-Fab Texas Inc.","Lubbock","TX","epa_ghgrp","epa-1009738","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009738","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 334413. Pre-qualified high-energy solar candidate."
"Samsung Austin Semiconductor","Austin","TX","epa_ghgrp","epa-1009872","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009872","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 334413. Pre-qualified high-energy solar candidate."
"Tower Semiconductor","San Antonio","TX","epa_ghgrp","epa-1010005","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1010005","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 334413. Pre-qualified high-energy solar candidate."
"Nxp Semiconductors - Eb Site","Austin","TX","epa_ghgrp","epa-1010066","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1010066","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 334413. Pre-qualified high-energy solar candidate."
"Nxp Semiconductors - Oh Site","Austin","TX","epa_ghgrp","epa-1010067","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1010067","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 334413. Pre-qualified high-energy solar candidate."
"Texas Instruments - Sherman","Sherman","TX","epa_ghgrp","epa-1010134","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1010134","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 334413. Pre-qualified high-energy solar candidate."
"Cypress Semiconductor","Austin","TX","epa_ghgrp","epa-1010141","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1010141","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 334413. Pre-qualified high-energy solar candidate."
"Lennox International Inc","Richardson","TX","epa_ghgrp","epa-1010232","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1010232","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 333415. Pre-qualified high-energy solar candidate."
"Friedrich Air Conditioning Co.","San Antonio","TX","epa_ghgrp","epa-1010260","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1010260","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 333415. Pre-qualified high-energy solar candidate."
"Cargill Meat Solutions Corporation","Plainview","TX","epa_ghgrp","epa-1010269","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1010269","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Food manufacturing — 2022 EPA GHG Reporter. NAICS 311611. Pre-qualified high-energy solar candidate."
"Texas Instruments Incorporated","Stafford","TX","epa_ghgrp","epa-1010305","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1010305","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 334413. Pre-qualified high-energy solar candidate."
"Cargill Meat Solutions","Friona","TX","epa_ghgrp","epa-1010356","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1010356","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Food manufacturing — 2022 EPA GHG Reporter. NAICS 311611. Pre-qualified high-energy solar candidate."
"Coolgas, Inc. Dba A-Gas Americas","Magnolia","TX","epa_ghgrp","epa-1010437","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1010437","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325120. Pre-qualified high-energy solar candidate."
"Ineos Us Chemicals Company","Texas City","TX","epa_ghgrp","epa-1010447","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1010447","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325110. Pre-qualified high-energy solar candidate."
"Exxonmobil Chemical Company","Spring","TX","epa_ghgrp","epa-1010458","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1010458","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325110. Pre-qualified high-energy solar candidate."
"Sabic Innovative Plastics Us Llc","Houston","TX","epa_ghgrp","epa-1010465","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1010465","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325211. Pre-qualified high-energy solar candidate."
"Basf Totalenergies Petrochemicals Limited Liability Corp","Port Arthur","TX","epa_ghgrp","epa-1010582","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1010582","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325110. Pre-qualified high-energy solar candidate."
"Covestro Llc (Former Bayer Materialscience Llc)","Spring","TX","epa_ghgrp","epa-1010585","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1010585","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325211. Pre-qualified high-energy solar candidate."
"Indorama Ventures Oxides Llc","Alvin","TX","epa_ghgrp","epa-1010589","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1010589","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325611. Pre-qualified high-energy solar candidate."
"Diamond Ethanol, Llc","Levelland","TX","epa_ghgrp","epa-1010607","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1010607","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325193. Pre-qualified high-energy solar candidate."
"Oci Beaumont Llc","Nederland","TX","epa_ghgrp","epa-1010636","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1010636","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325199. Pre-qualified high-energy solar candidate."
"Ellwood Texas Forge Houston","Houston","TX","epa_ghgrp","epa-1010648","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1010648","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 332111. Pre-qualified high-energy solar candidate."
"La Porte Steam Methane Reformer","La Porte","TX","epa_ghgrp","epa-1010702","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1010702","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325120. Pre-qualified high-energy solar candidate."
"Cliffside Crude Helium Enrichment Unit","Amarillo","TX","epa_ghgrp","epa-1010750","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1010750","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325120. Pre-qualified high-energy solar candidate."
"Linde Facility 0379","Port Arthur","TX","epa_ghgrp","epa-1011080","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1011080","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325120. Pre-qualified high-energy solar candidate."
"Mission Solar Energy, Llc","San Antonio","TX","epa_ghgrp","epa-1011671","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1011671","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 334413. Pre-qualified high-energy solar candidate."
"Kuraray America, Inc.","Laporte","TX","epa_ghgrp","epa-1011693","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1011693","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325211. Pre-qualified high-energy solar candidate."
"Westlake Longview Corp.","Longview","TX","epa_ghgrp","epa-1011708","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1011708","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325211. Pre-qualified high-energy solar candidate."
"Hilmar Cheese Company Dalhart","Dalhart","TX","epa_ghgrp","epa-1011783","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1011783","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Food manufacturing — 2022 EPA GHG Reporter. NAICS 311513. Pre-qualified high-energy solar candidate."
"Qorvo Texas Llc","Richardson","TX","epa_ghgrp","epa-1011813","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1011813","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 334413. Pre-qualified high-energy solar candidate."
"Olin Blue Cube, Freeport, Tx","Freeport","TX","epa_ghgrp","epa-1011834","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1011834","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325199. Pre-qualified high-energy solar candidate."
"Proman Usa (Pampa) Llc","Pampa","TX","epa_ghgrp","epa-1011907","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1011907","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325199. Pre-qualified high-energy solar candidate."
"Solvay Specialty Polymers Usa - Llc","Borger","TX","epa_ghgrp","epa-1011974","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1011974","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325211. Pre-qualified high-energy solar candidate."
"Nucor Steel Longview","Longview","TX","epa_ghgrp","epa-1012352","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1012352","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 331110. Pre-qualified high-energy solar candidate."
"Tci Texarkana, Inc","Texarkana","TX","epa_ghgrp","epa-1012374","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1012374","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 331314. Pre-qualified high-energy solar candidate."
"Arcelormittal Texas Hbi","Portland","TX","epa_ghgrp","epa-1012625","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1012625","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 331110. Pre-qualified high-energy solar candidate."
"Technical Chemical Company","Cleburne","TX","epa_ghgrp","epa-1012843","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1012843","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325998. Pre-qualified high-energy solar candidate."
