company,city,state,source,source_id,provenance_url,naics_code,naics_sector,solar_fit_score,energy_intensity,tax_appetite,recommended_ownership,load_profile,est_system_kw,est_annual_kwh,est_annual_savings_usd,est_net_payback_yrs,est_25yr_npv_p50_usd,sales_script,script_cfo,script_facilities,script_sustainability,pitch_angle
"Diversfied Pure Chem, Llc","Rhome","TX","epa_ghgrp","epa-1013047","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1013047","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325120. Pre-qualified high-energy solar candidate."
"Evonik Pasadena Pmd Site","Pasadena","TX","epa_ghgrp","epa-1013138","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1013138","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325199. Pre-qualified high-energy solar candidate."
"Air Products Baytown 3 Facility","Baytown","TX","epa_ghgrp","epa-1013205","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1013205","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325120. Pre-qualified high-energy solar candidate."
"Dallas Overhaul Center","Desoto","TX","epa_ghgrp","epa-1013247","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1013247","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 333611. Pre-qualified high-energy solar candidate."
"Darling Ingredients Inc.","Bastrop","TX","epa_ghgrp","epa-1013363","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1013363","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Food manufacturing — 2022 EPA GHG Reporter. NAICS 311613. Pre-qualified high-energy solar candidate."
"Natgasoline Llc","Beaumont","TX","epa_ghgrp","epa-1013382","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1013382","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325199. Pre-qualified high-energy solar candidate."
"Tenaris Bay City, Inc.","Bay City","TX","epa_ghgrp","epa-1013497","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1013497","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 331210. Pre-qualified high-energy solar candidate."
"Summit Refrigerants","Humble","TX","epa_ghgrp","epa-1013746","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1013746","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325120. Pre-qualified high-energy solar candidate."
"Meglobal Oyster Creek","Freeport","TX","epa_ghgrp","epa-1013816","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1013816","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325199. Pre-qualified high-energy solar candidate."
"Arlanxeo Orange Site","Orange","TX","epa_ghgrp","epa-1013817","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1013817","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325212. Pre-qualified high-energy solar candidate."
"Goodman Manufacturing Company, L.P.","Waller","TX","epa_ghgrp","epa-1013976","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1013976","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 333415. Pre-qualified high-energy solar candidate."
"Linde Clear Lake Hyco Plant","Pasadena","TX","epa_ghgrp","epa-1013977","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1013977","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325120. Pre-qualified high-energy solar candidate."
"Jsw Steel (Usa) Inc.","Baytown","TX","epa_ghgrp","epa-1014023","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1014023","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 331110. Pre-qualified high-energy solar candidate."
"Gfl Americas Llc","Irving","TX","epa_ghgrp","epa-1014025","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1014025","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325211. Pre-qualified high-energy solar candidate."
"Edx Industry Inc","Houston","TX","epa_ghgrp","epa-1014204","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1014204","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325120. Pre-qualified high-energy solar candidate."
"Gulf Coast Growth Ventures Llc","Gregory","TX","epa_ghgrp","epa-1014210","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1014210","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325199. Pre-qualified high-energy solar candidate."
"Bayport Polymers Llc Ethane Cracker","Port Arthur","TX","epa_ghgrp","epa-1014234","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1014234","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325110. Pre-qualified high-energy solar candidate."
"Linde- Sweeny Hydrogen Plant","Sweeny","TX","epa_ghgrp","epa-1014343","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1014343","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325120. Pre-qualified high-energy solar candidate."
"Frito Lay Inc","Irving","TX","epa_ghgrp","epa-1014397","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1014397","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Food manufacturing — 2022 EPA GHG Reporter. NAICS 311919. Pre-qualified high-energy solar candidate."
"Azteca Milling - Plainview","Plainview","TX","epa_ghgrp","epa-1014603","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1014603","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Food manufacturing — 2022 EPA GHG Reporter. NAICS 311211. Pre-qualified high-energy solar candidate."
"Steel Dynamics Southwest, Llc","Sinton","TX","epa_ghgrp","epa-1014686","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1014686","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 331110. Pre-qualified high-energy solar candidate."
"Cemex","Houston","TX","osm_industrial","osm-1103732492","https://www.openstreetmap.org/way/osm-1103732492","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Concrete_plant building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Alleyton Resource Company","Houston","TX","osm_industrial","osm-1103741111","https://www.openstreetmap.org/way/osm-1103741111","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Concrete_plant building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"National Signs","Houston","TX","osm_industrial","osm-1418162068","https://www.openstreetmap.org/way/osm-1418162068","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Manufacturing building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Service Uniform","San Antonio","TX","osm_industrial","osm-708173849","https://www.openstreetmap.org/way/osm-708173849","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Manufacturing building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Texas Materials","Austin","TX","osm_industrial","osm-1411991901","https://www.openstreetmap.org/way/osm-1411991901","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Concrete_plant building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Centex Materials Llc","Austin","TX","osm_industrial","osm-1412391156","https://www.openstreetmap.org/way/osm-1412391156","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","171766","6.6","1962219","","","","","Concrete_plant building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"The Methodist Hospital","Houston","TX","epa_ghgrp","epa-1008929","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1008929","6221","Healthcare","78","high","mixed","cash_or_ppa","flat_24_7","2000","3013440","301344","6.6","3442492","","","","","Hospital — 2022 EPA GHG Reporter. NAICS 622110. Pre-qualified high-energy solar candidate."
"Texas Medical Center — Houston","Houston","TX","auto_seed","solar-med-008","","6221","Healthcare","78","high","mixed","cash_or_ppa","flat_24_7","2000","3013440","301344","6.6","3442492","","","","","Largest medical center in world — multi-facility portfolio"
"Texas Medical Center Central Heating And Cooling Services Corporation","Houston","TX","epa_ghgrp","epa-1000053","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1000053","","","","","","","","600","904032","90403","7.3","970164","","","","","Power generation — 2022 EPA GHG Reporter. NAICS 221330. Pre-qualified high-energy solar candidate."
"City Of Grand Prairie Landfill","Grand Prairie","TX","epa_ghgrp","epa-1000090","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1000090","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 562212. Pre-qualified high-energy solar candidate."
"Wise County Power Company, Llc","Poolville","TX","epa_ghgrp","epa-1000098","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1000098","","","","","","","","600","904032","90403","7.3","970164","","","","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Harrison County Power Project","Marshall","TX","epa_ghgrp","epa-1000145","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1000145","","","","","","","","600","904032","90403","7.3","970164","","","","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Nacogdoches Power Llc","Cushing","TX","epa_ghgrp","epa-1000172","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1000172","","","","","","","","600","904032","90403","7.3","970164","","","","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Dartco Of Texas Waxahachie Site","Waxahachie","TX","epa_ghgrp","epa-1000184","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1000184","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 326140. Pre-qualified high-energy solar candidate."
"Eog Resources, Inc. Hays Compressor Station","Godley","TX","epa_ghgrp","epa-1000194","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1000194","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211111. Pre-qualified high-energy solar candidate."
"Polk County Landfill","Leggett","TX","epa_ghgrp","epa-1000215","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1000215","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 562212. Pre-qualified high-energy solar candidate."
"U.S. Lime Compressor","Godley","TX","epa_ghgrp","epa-1000242","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1000242","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211111. Pre-qualified high-energy solar candidate."
"Odyssey Energy Altura Cogen, Llc","Channelview","TX","epa_ghgrp","epa-1000255","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1000255","","","","","","","","600","904032","90403","7.3","970164","","","","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Aes Deepwater, Inc.","Pasadena","TX","epa_ghgrp","epa-1000281","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1000281","","","","","","","","600","904032","90403","7.3","970164","","","","","Power generation — 2022 EPA GHG Reporter. NAICS 221119. Pre-qualified high-energy solar candidate."
"City Of Garland Castle Drive Landfill","Garland","TX","epa_ghgrp","epa-1000370","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1000370","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 562212. Pre-qualified high-energy solar candidate."
"City Of Denton Landfill","Denton","TX","epa_ghgrp","epa-1000372","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1000372","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 562212. Pre-qualified high-energy solar candidate."
"Welsh Power Plant","Pittsburg","TX","epa_ghgrp","epa-1000375","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1000375","","","","","","","","600","904032","90403","7.3","970164","","","","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Old Ocean Gas Plant","Sweeny","TX","epa_ghgrp","epa-1000390","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1000390","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211130. Pre-qualified high-energy solar candidate."
"J Robert Massengale Generating Station","Lubbock","TX","epa_ghgrp","epa-1000395","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1000395","","","","","","","","600","904032","90403","7.3","970164","","","","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
